Latitude,Longitude,Lanes_Blocked,is_self_accident,acc_year,acc_month,acc_day,acc_weekday,acc_hour,Direction_Numeric,Involved_car,Involved_bus,Involved_van,Involved_sportsveh,Involved_truck,Involved_taxi,Involved_motorcycle,Involved_puj,Involved_pick,Involved_uv,Involved_elf,Involved_trailer,Involved_pedestrian,Involved_rallyist,Involved_bicycle,Sum
14.628351,121.013365,1.0,0,2018,8,27,0,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.604872,121.057809,1.0,0,2018,8,27,0,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
14.642921,121.035521,1.0,0,2018,8,27,0,7,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
14.618807,121.092719,1.0,0,2018,8,27,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14.653542000000002,121.052687,1.0,0,2018,8,27,0,7,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
14.605472,121.079122,1.0,0,2018,8,27,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.667910999999998,121.033938,1.0,0,2018,8,27,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.621564,121.050149,1.0,0,2018,8,28,1,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.66371,121.068008,1.0,0,2018,8,28,1,8,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
14.609768,121.055583,1.0,0,2018,8,28,1,8,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
14.584119,121.055076,1.0,0,2018,8,28,1,8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
14.615310999999998,121.057643,1.0,0,2018,8,28,1,9,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
14.637123999999998,121.02608,1.0,0,2018,8,28,1,9,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
14.589706,121.079945,1.0,0,2018,8,28,1,9,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
14.589706,121.079945,1.0,0,2018,8,28,1,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
14.681615,121.084757,1.0,0,2018,8,28,1,10,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
14.575809,120.995969,1.0,0,2018,8,28,1,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
14.630769,121.045945,1.0,0,2018,8,28,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.61474,121.070685,1.0,0,2018,8,28,1,11,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
14.554949,121.034967,1.0,0,2018,8,28,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.540271,121.016837,1.0,0,2018,8,28,1,12,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
14.63291,121.044944,1.0,0,2018,8,28,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.640188,121.04673,2.0,0,2018,8,28,1,13,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
14.648274,121.074353,2.0,0,2018,8,28,1,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
14.653542000000002,121.052687,2.0,0,2018,8,28,1,15,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
14.586681,121.056314,2.0,0,2018,8,28,1,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
14.581153,121.053565,1.0,0,2018,8,28,1,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14.582431,121.054467,2.0,0,2018,8,28,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.66371,121.068008,1.0,0,2018,8,28,1,17,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.61366,121.053801,2.0,0,2018,8,28,1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.581153,121.053565,1.0,0,2018,8,28,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.652094,121.046419,1.0,0,2018,8,28,1,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
14.659263,121.06126100000002,1.0,0,2018,8,28,1,18,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
14.686982999999998,121.087042,1.0,0,2018,8,28,1,18,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
14.686982999999998,121.087042,1.0,0,2018,8,28,1,18,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
14.633242999999998,121.054402,1.0,0,2018,8,28,1,18,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
14.642921,121.035521,2.0,0,2018,8,28,1,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.653542000000002,121.052687,1.0,0,2018,8,28,1,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
